"kind";"etag";"id";"publishedAt";"channelId";"title";"description";"url";"channelTitle";"playlistId";"position";"videoId";"videoOwnerChannelTitle";"videoOwnerChannelId"
"youtube#video";"OTyOYjEhM9nlGbwzCS83sDSQot4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlRxVXQzYTFxYXFN";"2025-01-08T16:25:20Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Konsorten - (Help Me) Doing The First Step (The Thumb Mix)";"Label: Automatique Records \/nrCountry: Austria 🇦🇹\/nrRelease: 2001\/nr\/nrI happened to discover that Austria has got so many underrated labels that released very class deep house & electro gems in the early 2000. \/nrThis track is one of them, and features into an interesting electro/synth pop/experimental LP.\/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/800316-Konsorten-Disko23-EP\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/TqUt3a1qaqM/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"75";"TqUt3a1qaqM";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"O8gXMBjZqZzlBqBUAjBQml456ZQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkJPWElma3B4a2hr";"2024-12-29T14:15:31Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Wayne Gardiner feat Karina - Bacio/Kiss (Wayne Gardiner Celestial dub mix)";"Label: Cima Recordings\/nrCountry: Germany 🇩🇪\/nrRelease: 2009\/nr\/nrSexy Deep House vibe. This one was never pressed on vinyl you can either find it in digital or in CD as it features in a Soulstar Deep House compilation. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/2291392-Harley-Muscle-Deep-House-Part-2\/nr\/nrhttps://www.junodownload.com/products/wayne-gardiner-karina-bacio-kiss/1543942-02/?srsltid=AfmBOop2z9woxQhC738kV4B_Lxsprv-VdHwjGRCtqBcG33h2s8z-1S6M\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/BOXIfkpxkhk/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"76";"BOXIfkpxkhk";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"r2m2CEK0QEPmojvt7DK4fi68ASE";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjRlZEpNMjAxQm9Z";"2024-12-18T15:11:51Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Miguel Migs - Mesmerized (Alix Alvarez Sole Channel Dizzub)";"Label: NRK Sound Division\/nrCountry: US 🇺🇸\/nrRelease: 2007\/nr\/nrThe main Alix Alvarez vocal remix is a banger that I urge you to listen to but this dizzub version is the groover ! \/nrIf you need a filler track to keep the dancefloor on the move, there you go !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/933710-Miguel-Migs-Mesmerized-Part-2\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/4edJM201BoY/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"77";"4edJM201BoY";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"6-QShr0bIhvmFEGGHnW6thEeHk4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmtXbmpCNHI5Zy0w";"2024-12-08T14:13:07Z";"UCtmkggMhXf1y4k5dzIsiYRA";"David Panda Feat. Derek Conyer – This Time (Dub)";"Label: Seasons Limited\/nrCountry: US 🇺🇸\/nrRelease: 2004\/nr\/nrI like the energy on this typical US 2000's Deep House/House gem. \/nrVocals are either you like it or not but the groove is hitting hard either way ! \/nrThis release is mainly famous for the Charles Webster remix but this original dub version also worth a go.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/300974-David-Panda-Feat-Derek-Conyer-This-Time\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/kWnjB4r9g-0/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"78";"kWnjB4r9g-0";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"3YEsKiPb4UtLzJJazdlliRorrII";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLk5JbVRUOHZ6eUZv";"2024-11-27T19:37:12Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Audio Bullys – Turned Away (Grant Nelson Instrumental)";"Label: Source\/nrCountry: UK 🇬🇧\/nrRelease: 2003\/nr\/nrAnother UK sweat bassline for a smooth groove ! \/nrVocal version also worth a listen. \/nrFrom one of the biggest name of the UK Garage.\/nr\/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/213922-Audio-Bullys-Turned-Away\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/NImTT8vzyFo/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"79";"NImTT8vzyFo";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"lSc90VRKFtNLjIvNYDfdEyRL8eU";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhxY1otcVVzdlpF";"2024-11-13T18:18:56Z";"UCtmkggMhXf1y4k5dzIsiYRA";"G. La Tortue - Carole Groove";"Label: E-Bird Recording \/nrCountry: France 🇫🇷\/nrRelease: 2002\/nr\/nrG. La Tortue really made his own imprint on the early 2000's french tech house/minimal scene. With likes of Chris Carrier, they created a vibe that's hard to find elsewhere. \/nrHere is a great example of this imprint with this strong tech house/tribal track. Techno/minimal isn't that far. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/909914-Guillaume-La-Tortue-Earth-Player\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/xqcZ-qUsvZE/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"80";"xqcZ-qUsvZE";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"9B0Uq-G0nYg6hAtV4UPxsmWIIbw";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlREWmVoWGwxUnlN";"2024-11-06T16:27:55Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Sneaker Pimps – Spin Spin Sugar (187 Lockdown Instrumental Mix)";"Label: Clean Up Records\/nrCountry: UK 🇬🇧\/nrRelease: 1997\/nr\/nrSerious Tech House Track with nasty UK Garage bassline. \/nrReally love this late 90's Tech House Vibe ! \/nrThe original version from Sneaker Pimps had many classic UK Garage remix by many names but to me this 187 lockdown remix is the one ! Groover ! \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/24694-Sneaker-Pimps-Spin-Spin-Sugar\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/TDZehXl1RyM/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"81";"TDZehXl1RyM";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"JqR6Wju9asZvoxqTWPBOWv9dYQ0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjJCNmItckJLQkJZ";"2024-10-27T15:17:59Z";"UCtmkggMhXf1y4k5dzIsiYRA";"The House Force – Just Do! (Just Redone by Matthias Tanzmann)";"Label: Komfort Musik \/nrCountry: Germany 🇩🇪\/nrRelease: 2002\/nr\/nrThis is the classic sound of German Deep Tech House from early 2000, a vibe for which Mathias Tanzmann contributed a lot, with all of his releases on labels such as Moon Harbour. \/nrLove it. So smooth and groovy.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/296315-The-House-Force-Just-Do\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/2B6b-rBKBBY/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"82";"2B6b-rBKBBY";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"DwSTiw_tS3CnuoBgbuGBPZ2LK_E";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnZpWndQQ1ZYUTRR";"2024-10-16T12:01:59Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Ann'So – Fous Ceux Qui Croient Qu'Ils Ne Le Sont Pas (Dr. Love + Nature Remix)";"Label: RCA & BMG France\/nrCountry: France 🇫🇷 \/nrRelease: 1996\/nr\/nrPerfect example of the MADNESS (even though you think you're not lol) the 90's can bring you. At a time where genre were not yet 100% codified, you can find masterpieces of creativity. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1558327-AnnSo-Fous-Ceux-Qui-Croient-QuIls-Ne-Le-Sont-Pas-Dr-Love-Nature-Remix\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/viZwPCVXQ4Q/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"83";"viZwPCVXQ4Q";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"_nyDs_FGk85xtcbJfqBwHh_5ud0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmRwM2ZFN1ZhbHJZ";"2024-10-09T16:01:15Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Fafa Monteco – Vanessa (Mix 2)";"Not On Label\/nrCountry: France 🇫🇷 \/nrRelease: 2000\/nr\/nrFunky Tech House from Fafa Monteco.\/nrWould love to know who is Vanessa ??\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/467337-Fafa-Monteco-Vanessa\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/dp3fE7ValrY/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"84";"dp3fE7ValrY";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"j2zAt2_7QEGad_7YhXl1_guBHJQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkduOHhlSlhKRm5j";"2024-09-25T14:04:47Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Alex Dolby – Psiko Garden (RJ Project Remix)";"Label: Airtight\/nrCountry: UK 🇬🇧 \/nrRelease: 2004\/nr\/nrAmazing mixture between Deep Tech House and Electro. This Airtight label really is a banger provider. Big muscles on this one 💪 \/nrThere is a Youtube Topic called "Red Jerry RJ Project Remix", which is a retake from Red Jerry on his original Airtight remix, and that was released later in 2021. Track is also very good but different ! \/nr\/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/340298-Alex-Dolby-Psiko-Garden\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/Gn8xeJXJFnc/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"85";"Gn8xeJXJFnc";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"hqSUW_FAY_B1PSUROLihJtFMup4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnN0eEkwWTJIMnJF";"2024-09-18T13:40:01Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Zeke Schöön - San Tropez Tonight (Quants Quantax Remix)";"Label: Dot\/nrCountry: Sweden 🇸🇪 \/nrRelease: 2000\/nr\/nrVery nice Deep House revisitation of the crazy San Tropez that I uploaded earlier. \/nrI have to say I often select a vinyl for only one track but on this one, both are good ! \/nrHope you enjoy the ride ! \/nrSorry rip quality is not very good there.\/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/2216-Zeke-Sch%C3%B6%C3%B6n-San-Tropez-Tonight\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/stxI0Y2H2rE/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"86";"stxI0Y2H2rE";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
